ID,Year,truncated,pval,significant
579,2012,0,0.56,0
579,2012,0,0.82,0
579,2012,0,0.97,0
582,2012,0,0.52,0
582,2012,0,0.039,1
583,2012,0,0.039,1
583,2012,0,0.012,1
583,2012,0,0.019,1
583,2012,0,0.05,0
583,2012,0,0.05,0
583,2012,0,0.056,0
583,2012,0,0.04,1
583,2012,0,0.053,0
583,2012,0,0.01,1
583,2012,0,0.09,0
583,2012,0,0.02,1
583,2012,0,0.03,1
583,2012,0,0.03,1
583,2012,0,0.05,0
583,2012,0,0.01,1
583,2012,0,0.07,0
583,2012,0,0.02,1
583,2012,0,0.04,1
588,2012,0,0.43,0
588,2012,0,0.23,0
591,2012,0,0.05,0
591,2012,0,0.027,1
591,2012,0,0.12,0
593,2012,0,0.014,1
593,2012,0,0.008,1
593,2012,0,0.01,1
593,2012,0,0.023,1
593,2012,0,0.004,1
593,2012,0,0.003,1
593,2012,0,0.01,1
593,2012,0,0.01,1
593,2012,0,0.01,1
595,2012,0,0.018,1
595,2012,0,0.027,1
595,2012,0,0.01,1
595,2012,0,0.048,1
595,2012,0,0.028,1
597,2012,0,0.012,1
597,2012,0,0.018,1
597,2012,0,0.023,1
597,2012,0,0.022,1
598,2012,0,0.013,1
598,2012,0,0.047,1
598,2012,0,0.003,1
598,2012,0,0.039,1
600,2012,0,0.47,0
600,2012,0,0.27,0
601,2012,0,0.012,1
601,2012,0,0.763,0
601,2012,0,0.968,0
602,2012,0,0.915,0
602,2012,0,0.943,0
602,2012,0,0.884,0
602,2012,0,0.311,0
602,2012,0,0.279,0
603,2012,0,0.192,0
603,2012,0,0.006,1
604,2012,0,0.439,0
604,2012,0,0.07,0
604,2012,0,0.908,0
604,2012,0,0.01,1
604,2012,0,0.012,1
604,2012,0,0.004,1
604,2012,0,0.55,0
604,2012,0,0.273,0
604,2012,0,0.191,0
604,2012,0,0.217,0
605,2012,0,0.004,1
605,2012,0,0.05,0
605,2012,0,0.002,1
605,2012,0,0.004,1
605,2012,0,0.05,0
605,2012,0,0.02,1
605,2012,0,0.007,1
605,2012,0,0.008,1
605,2012,0,0.05,0
606,2012,0,0.027,1
606,2012,0,0.09,0
606,2012,0,0.03,1
606,2012,0,0.002,1
606,2012,0,0.014,1
608,2012,0,0.01,1
608,2012,0,0.37,0
608,2012,0,0.33,0
608,2012,0,0.042,1
608,2012,0,0.05,0
610,2012,0,0.049,1
610,2012,0,0.001,1
610,2012,0,0.085,0
610,2012,0,0.051,0
610,2012,0,0.24,0
610,2012,0,0.059,0
610,2012,0,0.178,0
610,2012,0,0.006,1
610,2012,0,0.007,1
610,2012,0,0.001,1
613,2012,0,0.2,0
613,2012,0,0.9,0
613,2012,0,0.6,0
613,2012,0,0.4,0
613,2012,0,0.99,0
613,2012,0,0.7,0
613,2012,0,0.9,0
613,2012,0,0.6,0
613,2012,0,0.9,0
613,2012,0,0.6,0
613,2012,0,0.9,0
613,2012,0,0.6,0
613,2012,0,0.8,0
613,2012,0,0.7,0
613,2012,0,0.6,0
613,2012,0,0.2,0
613,2012,0,0.9,0
613,2012,0,0.4,0
614,2012,0,0.006,1
614,2012,0,0.007,1
614,2012,0,0.009,1
615,2012,0,0.416,0
624,2012,0,0.18,0
624,2012,0,0.019,1
624,2012,0,0.006,1
624,2012,0,0.04,1
624,2012,0,0.005,1
624,2012,0,0.026,1
624,2012,0,0.015,1
624,2012,0,0.001,1
624,2012,0,0.021,1
624,2012,0,0.01,1
624,2012,0,0.01,1
624,2012,0,0.01,1
624,2012,0,0.05,0
626,2012,0,0.002,1
626,2012,0,0.021,1
626,2012,0,0.007,1
626,2012,0,0.009,1
626,2012,0,0.04,1
626,2012,0,0.027,1
626,2012,0,0.035,1
627,2012,0,0.364,0
627,2012,0,0.054,0
627,2012,0,0.03,1
627,2012,0,0.02,1
646,2012,0,0.001,1
650,2012,0,0.99,0
650,2012,0,0.99,0
650,2012,0,0.99,0
650,2012,0,0.99,0
653,2012,0,0.033,1
653,2012,0,0.025,1
655,2012,0,0.093,0
656,2012,0,1e-4,1
656,2012,0,0.001,1
656,2012,0,0.001,1
656,2012,0,0.01,1
656,2012,0,0.013,1
656,2012,0,0.005,1
656,2012,0,0.027,1
662,2012,0,0.03,1
662,2012,0,0.042,1
662,2012,0,0.041,1
662,2012,0,0.006,1
662,2012,0,0.036,1
662,2012,0,0.031,1
667,2012,0,0.014,1
667,2012,0,0.001,1
667,2012,0,0.526,0
668,2012,0,0.03,1
668,2012,0,0.01,1
668,2012,0,0.004,1
668,2012,0,0.007,1
668,2012,0,0.02,1
668,2012,0,0.04,1
675,2012,0,0.15,0
675,2012,0,0.27,0
675,2012,0,0.04,1
675,2012,0,0.21,0
677,2012,0,0.015,1
678,2012,0,0.021,1
680,2012,0,0.042,1
680,2012,0,0.044,1
680,2012,0,0.018,1
680,2012,0,0.015,1
681,2012,0,0.005,1
681,2012,0,0.002,1
681,2012,0,5e-4,1
681,2012,0,0.024,1
681,2012,0,0.038,1
681,2012,0,0.019,1
681,2012,0,0.014,1
682,2012,0,5e-4,1
682,2012,0,0.015,1
682,2012,0,5e-4,1
682,2012,0,0.003,1
683,2012,0,0.2,0
683,2012,0,0.023,1
683,2012,0,0.69,0
683,2012,0,0.33,0
683,2012,0,0.527,0
683,2012,0,0.009,1
683,2012,0,0.005,1
683,2012,0,0.009,1
684,2012,0,0.225,0
684,2012,0,0.041,1
686,2012,0,0.041,1
686,2012,0,0.001,1
686,2012,0,0.046,1
686,2012,0,0.002,1
686,2012,0,0.014,1
686,2012,0,0.287,0
686,2012,0,0.001,1
686,2012,0,0.048,1
686,2012,0,0.022,1
686,2012,0,0.012,1
687,2012,0,0.006,1
690,2012,0,0.03,1
695,2012,0,0.001,1
696,2012,0,0.002,1
696,2012,0,0.003,1
696,2012,0,0.001,1
698,2012,0,0.06,0
698,2012,0,0.207,0
698,2012,0,0.641,0
698,2012,0,0.567,0
698,2012,0,0.292,0
698,2012,0,0.869,0
698,2012,0,0.706,0
698,2012,0,0.07,0
698,2012,0,0.927,0
698,2012,0,0.192,0
698,2012,0,0.15,0
699,2012,0,0.044,1
699,2012,0,0.448,0
699,2012,0,0.13,0
699,2012,0,0,1
699,2012,0,0.907,0
699,2012,0,0.358,0
699,2012,0,0.338,0
699,2012,0,0.998,0
709,2012,0,0.164,0
709,2012,0,0.058,0
709,2012,0,0.363,0
709,2012,0,0.853,0
709,2012,0,0.336,0
709,2012,0,0.384,0
714,2012,0,4e-4,1
715,2012,0,4e-4,1
715,2012,0,0.049,1
715,2012,0,4e-4,1
715,2012,0,0.001,1
715,2012,0,0.002,1
715,2012,0,0.04,1
715,2012,0,0.03,1
715,2012,0,0.003,1
716,2012,0,0.01,1
716,2012,0,0.03,1
716,2012,0,0.006,1
716,2012,0,0.2,0
716,2012,0,0.02,1
716,2012,0,0.02,1
716,2012,0,0.04,1
716,2012,0,0.01,1
716,2012,0,0.01,1
716,2012,0,1e-4,1
717,2012,0,1e-4,1
718,2012,0,0.02,1
719,2012,0,0.038,1
720,2012,0,0.053,0
721,2012,0,0.01,1
721,2012,0,0.029,1
721,2012,0,0.02,1
721,2012,0,0.89,0
721,2012,0,0.35,0
721,2012,0,0.86,0
721,2012,0,0.28,0
721,2012,0,0.21,0
721,2012,0,0.73,0
721,2012,0,0.92,0
721,2012,0,0.82,0
721,2012,0,0.291,0
724,2012,0,0.35,0
724,2012,0,0.21,0
724,2012,0,0.41,0
724,2012,0,0.41,0
724,2012,0,0.37,0
724,2012,0,0.049,1
724,2012,0,0.33,0
724,2012,0,0.006,1
724,2012,0,0.34,0
724,2012,0,0.32,0
724,2012,0,0.12,0
724,2012,0,0.13,0
724,2012,0,0.24,0
724,2012,0,0.01,1
724,2012,0,0.17,0
724,2012,0,0.27,0
724,2012,0,0.09,0
724,2012,0,0.02,1
725,2012,0,0.084,0
728,2012,0,0.006,1
728,2012,0,0.004,1
728,2012,0,0.004,1
728,2012,0,0.79,0
728,2012,0,0.88,0
728,2012,0,0.27,0
728,2012,0,0.004,1
728,2012,0,0.3,0
728,2012,0,0.86,0
728,2012,0,0.91,0
728,2012,0,0.49,0
728,2012,0,0.3,0
730,2012,0,0.022,1
730,2012,0,0.005,1
730,2012,0,0.01,1
731,2012,0,0.502,0
731,2012,0,0.836,0
731,2012,0,0.407,0
731,2012,0,0.13,0
731,2012,0,0.61,0
746,2012,0,0.001,1
747,2012,0,0.8,0
747,2012,0,0.3,0
747,2012,0,0.9,0
747,2012,0,0.9,0
747,2012,0,0.5,0
747,2012,0,0.7,0
747,2012,0,0.06,0
747,2012,0,0.1,0
747,2012,0,0.001,1
747,2012,0,0.7,0
747,2012,0,0.6,0
747,2012,0,0.1,0
747,2012,0,0.3,0
747,2012,0,0.5,0
748,2012,0,0.03,1
748,2012,0,0.02,1
748,2012,0,0.03,1
748,2012,0,0.03,1
748,2012,0,0.03,1
748,2012,0,0.02,1
748,2012,0,0.009,1
748,2012,0,0.7,0
748,2012,0,0.03,1
748,2012,0,1,0
748,2012,0,0.7,0
756,2012,0,0.482,0
756,2012,0,0.45,0
756,2012,0,0.367,0
756,2012,0,0.001,1
756,2012,0,0,1
756,2012,0,0.229,0
756,2012,0,0.013,1
756,2012,0,0,1
759,2012,0,0.034,1
759,2012,0,0.07,0
759,2012,0,0.045,1
759,2012,0,0.019,1
759,2012,0,0.008,1
759,2012,0,0.006,1
760,2012,0,0.033,1
760,2012,0,0.001,1
760,2012,0,0,1
760,2012,0,0,1
760,2012,0,0.001,1
760,2012,0,0.001,1
760,2012,0,0.003,1
760,2012,0,0.017,1
760,2012,0,0,1
767,2012,0,0.19,0
769,2012,0,0.081,0
769,2012,0,0.022,1
772,2012,0,0.01,1
775,2012,0,0.007,1
776,2012,0,0.027,1
778,2012,0,0.48,0
778,2012,0,0.289,0
778,2012,0,0.821,0
779,2012,0,0.046,1
779,2012,0,0.002,1
779,2012,0,0.001,1
783,2012,0,0.004,1
783,2012,0,0.001,1
783,2012,0,0.016,1
783,2012,0,0.017,1
783,2012,0,0.02,1
783,2012,0,0.012,1
783,2012,0,0.012,1
784,2012,0,0.005,1
784,2012,0,1e-4,1
784,2012,0,0.006,1
784,2012,0,1e-4,1
785,2012,0,0.35,0
785,2012,0,0.514,0
787,2012,0,0.001,1
787,2012,0,0.001,1
787,2012,0,0.001,1
788,2012,0,0.004,1
788,2012,0,0.005,1
788,2012,0,0.012,1
788,2012,0,0.014,1
796,2012,0,0.435,0
796,2012,0,0.129,0
796,2012,0,0.55,0
796,2012,0,0.026,1
796,2012,0,0.002,1
796,2012,0,0.001,1
798,2012,0,0.1,0
798,2012,0,0.4,0
798,2012,0,0.01,1
799,2012,0,0.004,1
800,2012,0,0.007,1
800,2012,0,0.009,1
800,2012,0,0.006,1
800,2012,0,0.001,1
800,2012,0,0.013,1
800,2012,0,0.04,1
800,2012,0,0.242,0
800,2012,0,0.013,1
801,2012,0,0.065,0
801,2012,0,0.021,1
806,2012,0,0.03,1
806,2012,0,0.01,1
806,2012,0,0.01,1
806,2012,0,0,1
807,2012,0,0.005,1
807,2012,0,0.005,1
807,2012,0,0.213,0
807,2012,0,0.856,0
808,2012,0,0.02,1
809,2012,0,0.006,1
809,2012,0,0.3327,0
809,2012,0,0.275,0
809,2012,0,0.001,1
809,2012,0,0.001,1
809,2012,0,0.018,1
810,2012,0,0.05,0
811,2012,0,0.6,0
811,2012,0,0.3,0
814,2012,0,0.488,0
814,2012,0,0.322,0
814,2012,0,0.046,1
814,2012,0,0.601,0
814,2012,0,0.028,1
815,2012,0,0.01,1
815,2012,0,0.47,0
815,2012,0,0.004,1
815,2012,0,0.03,1
815,2012,0,0.13,0
815,2012,0,0.79,0
818,2012,0,0.261,0
820,2012,0,0.002,1
561,2012,1,0.05,0
568,2012,1,0.001,1
568,2012,1,0.001,1
569,2012,1,0.01,1
569,2012,1,0.01,1
569,2012,1,0.05,0
569,2012,1,0.05,0
569,2012,1,0.05,0
570,2012,1,0.05,0
575,2012,1,0.05,0
576,2012,1,0.01,1
576,2012,1,0.05,0
576,2012,1,0.05,0
576,2012,1,0.05,0
576,2012,1,0.05,0
576,2012,1,0.05,0
578,2012,1,0.05,0
578,2012,1,0.05,0
578,2012,1,0.05,0
586,2012,1,0.05,0
588,2012,1,0.01,1
588,2012,1,0.05,0
589,2012,1,0.05,0
589,2012,1,0.05,0
589,2012,1,0.05,0
589,2012,1,0.05,0
589,2012,1,0.05,0
589,2012,1,0.05,0
590,2012,1,0.05,0
590,2012,1,0.05,0
590,2012,1,0.001,1
590,2012,1,0.05,0
591,2012,1,0.01,1
593,2012,1,0.001,1
593,2012,1,0.001,1
593,2012,1,0.01,1
594,2012,1,0.05,0
596,2012,1,0.05,0
598,2012,1,0.005,1
599,2012,1,0.05,0
599,2012,1,0.05,0
599,2012,1,0.05,0
599,2012,1,0.05,0
599,2012,1,0.001,1
599,2012,1,0.018,1
599,2012,1,0.05,0
599,2012,1,0.05,0
599,2012,1,0.05,0
601,2012,1,0.001,1
601,2012,1,0.001,1
602,2012,1,0.001,1
602,2012,1,0.006,1
603,2012,1,0.005,1
603,2012,1,0.005,1
603,2012,1,0.005,1
606,2012,1,0.001,1
606,2012,1,0.05,0
608,2012,1,0.05,0
608,2012,1,0.001,1
609,2012,1,0.05,0
609,2012,1,0.05,0
609,2012,1,0.01,1
609,2012,1,0.01,1
610,2012,1,0.001,1
610,2012,1,0.001,1
610,2012,1,0.024,1
610,2012,1,0.001,1
611,2012,1,0.05,0
612,2012,1,0.05,0
614,2012,1,0.001,1
614,2012,1,0.001,1
622,2012,1,0.01,1
622,2012,1,0.01,1
624,2012,1,1e-4,1
630,2012,1,0.001,1
630,2012,1,0.001,1
630,2012,1,0.001,1
630,2012,1,0.003,1
630,2012,1,0.013,1
630,2012,1,0.032,1
630,2012,1,0.011,1
630,2012,1,0.05,0
638,2012,1,0.05,0
642,2012,1,0.05,0
642,2012,1,0.01,1
642,2012,1,0.05,0
643,2012,1,0.05,0
643,2012,1,0.001,1
646,2012,1,0.001,1
646,2012,1,0.05,0
648,2012,1,0.001,1
648,2012,1,0.001,1
648,2012,1,0.001,1
648,2012,1,0.001,1
648,2012,1,0.001,1
652,2012,1,0.05,0
655,2012,1,0.05,0
655,2012,1,0.05,0
655,2012,1,0.05,0
655,2012,1,0.05,0
655,2012,1,0.05,0
655,2012,1,0.05,0
661,2012,1,0.05,0
661,2012,1,0.05,0
664,2012,1,0.05,0
664,2012,1,0.05,0
679,2012,1,0.05,0
687,2012,1,0.05,0
688,2012,1,0.01,1
688,2012,1,0.038,1
691,2012,1,0.05,0
691,2012,1,0.05,0
691,2012,1,0.05,0
691,2012,1,0.05,0
691,2012,1,0.05,0
691,2012,1,0.05,0
691,2012,1,0.05,0
691,2012,1,0.05,0
691,2012,1,0.05,0
691,2012,1,0.05,0
691,2012,1,0.05,0
691,2012,1,0.05,0
692,2012,1,0.05,0
692,2012,1,0.05,0
692,2012,1,0.05,0
693,2012,1,0.05,0
693,2012,1,0.01,1
693,2012,1,0.01,1
693,2012,1,0.01,1
693,2012,1,0.01,1
693,2012,1,0.01,1
694,2012,1,0.05,0
694,2012,1,0.05,0
694,2012,1,0.05,0
696,2012,1,0.05,0
696,2012,1,0.05,0
697,2012,1,0.05,0
697,2012,1,1e-4,1
697,2012,1,1e-4,1
705,2012,1,0.05,0
705,2012,1,0.05,0
708,2012,1,0.001,1
708,2012,1,0.05,0
708,2012,1,0.001,1
708,2012,1,0.001,1
708,2012,1,0.05,0
711,2012,1,1e-4,1
711,2012,1,1e-4,1
713,2012,1,0.001,1
714,2012,1,0.05,0
714,2012,1,1e-4,1
717,2012,1,0.001,1
723,2012,1,1e-4,1
723,2012,1,1e-4,1
723,2012,1,0.05,0
723,2012,1,0.05,0
723,2012,1,1e-4,1
723,2012,1,0.01,1
724,2012,1,0.5,0
724,2012,1,0.5,0
726,2012,1,0.01,1
727,2012,1,0.01,1
727,2012,1,0.01,1
730,2012,1,0.001,1
730,2012,1,0.001,1
732,2012,1,0.05,0
732,2012,1,0.05,0
732,2012,1,0.05,0
732,2012,1,0.05,0
732,2012,1,0.05,0
732,2012,1,0.05,0
732,2012,1,0.05,0
732,2012,1,0.05,0
732,2012,1,0.05,0
732,2012,1,0.05,0
734,2012,1,0.05,0
739,2012,1,0.05,0
739,2012,1,0.05,0
739,2012,1,0.05,0
739,2012,1,0.05,0
739,2012,1,0.05,0
739,2012,1,0.05,0
740,2012,1,0.05,0
740,2012,1,0.05,0
740,2012,1,0.05,0
740,2012,1,0.05,0
740,2012,1,0.05,0
740,2012,1,0.05,0
740,2012,1,0.05,0
740,2012,1,0.05,0
740,2012,1,0.05,0
740,2012,1,0.05,0
740,2012,1,0.05,0
740,2012,1,0.05,0
740,2012,1,0.05,0
743,2012,1,0.05,0
743,2012,1,0.05,0
743,2012,1,0.05,0
743,2012,1,0.05,0
743,2012,1,0.05,0
743,2012,1,0.05,0
744,2012,1,0.05,0
744,2012,1,0.05,0
744,2012,1,0.05,0
744,2012,1,0.05,0
744,2012,1,0.05,0
744,2012,1,0.05,0
745,2012,1,0.05,0
745,2012,1,0.05,0
745,2012,1,0.05,0
745,2012,1,0.05,0
745,2012,1,0.05,0
745,2012,1,0.05,0
745,2012,1,0.05,0
745,2012,1,0.05,0
745,2012,1,0.05,0
745,2012,1,0.05,0
745,2012,1,0.05,0
745,2012,1,0.05,0
747,2012,1,0.001,1
748,2012,1,0.001,1
751,2012,1,0.05,0
754,2012,1,0.05,0
754,2012,1,0.05,0
754,2012,1,0.05,0
757,2012,1,0.05,0
757,2012,1,0.05,0
757,2012,1,0.05,0
757,2012,1,0.05,0
757,2012,1,0.05,0
764,2012,1,0.001,1
765,2012,1,0.1,0
765,2012,1,0.05,0
766,2012,1,0.001,1
766,2012,1,0.05,0
766,2012,1,0.05,0
766,2012,1,0.001,1
766,2012,1,0.01,1
766,2012,1,0.05,0
766,2012,1,0.01,1
766,2012,1,0.01,1
770,2012,1,0.05,0
776,2012,1,0.001,1
776,2012,1,0.038,1
777,2012,1,0.001,1
780,2012,1,0.01,1
780,2012,1,0.05,0
780,2012,1,0.05,0
780,2012,1,0.01,1
780,2012,1,0.01,1
780,2012,1,0.01,1
780,2012,1,0.05,0
780,2012,1,0.05,0
780,2012,1,0.05,0
782,2012,1,0.05,0
782,2012,1,0.001,1
782,2012,1,0.05,0
782,2012,1,0.001,1
783,2012,1,0.001,1
783,2012,1,0.001,1
783,2012,1,0.001,1
783,2012,1,0.001,1
788,2012,1,0.05,0
788,2012,1,0.001,1
788,2012,1,0.001,1
792,2012,1,0.05,0
793,2012,1,0.05,0
793,2012,1,0.05,0
793,2012,1,0.05,0
793,2012,1,0.05,0
793,2012,1,0.05,0
793,2012,1,0.05,0
795,2012,1,0.05,0
795,2012,1,0.05,0
795,2012,1,0.05,0
795,2012,1,0.05,0
795,2012,1,0.05,0
795,2012,1,0.05,0
805,2012,1,0.05,0
807,2012,1,1e-4,1
807,2012,1,1e-4,1
807,2012,1,1e-4,1
807,2012,1,1e-4,1
808,2012,1,0.05,0
808,2012,1,1e-4,1
812,2012,1,0.05,0
812,2012,1,0.05,0
812,2012,1,0.05,0
812,2012,1,0.05,0
812,2012,1,0.05,0
812,2012,1,0.05,0
813,2012,1,0.05,0
814,2012,1,0.05,0
815,2012,1,0.05,0
816,2012,1,0.05,0
816,2012,1,0.05,0
816,2012,1,0.001,1
818,2012,1,0.001,1
819,2012,1,0.05,0
820,2012,1,0.05,0
820,2012,1,0.01,1
820,2012,1,0.01,1
820,2012,1,0.01,1
563,2012,1,0.05,0
570,2012,1,0.05,0
578,2012,1,0.05,0
578,2012,1,0.05,0
580,2012,1,0.05,0
580,2012,1,0.05,0
580,2012,1,0.05,0
580,2012,1,0.05,0
580,2012,1,0.05,0
580,2012,1,0.05,0
580,2012,1,0.05,0
580,2012,1,0.05,0
580,2012,1,0.05,0
580,2012,1,0.05,0
580,2012,1,0.05,0
588,2012,1,0.05,0
590,2012,1,0.05,0
590,2012,1,0.05,0
591,2012,1,0.05,0
596,2012,1,0.05,0
596,2012,1,0.05,0
599,2012,1,0.05,0
607,2012,1,0.05,0
607,2012,1,0.05,0
607,2012,1,0.05,0
612,2012,1,0.05,0
612,2012,1,0.05,0
612,2012,1,0.05,0
612,2012,1,0.05,0
612,2012,1,0.05,0
612,2012,1,0.05,0
623,2012,1,0.05,0
623,2012,1,0.05,0
623,2012,1,0.05,0
623,2012,1,0.05,0
623,2012,1,0.05,0
623,2012,1,0.05,0
623,2012,1,0.05,0
623,2012,1,0.05,0
623,2012,1,0.05,0
623,2012,1,0.05,0
628,2012,1,0.05,0
628,2012,1,0.05,0
630,2012,1,0.05,0
642,2012,1,0.05,0
642,2012,1,0.05,0
642,2012,1,0.05,0
651,2012,1,0.05,0
652,2012,1,0.05,0
665,2012,1,0.05,0
665,2012,1,0.05,0
665,2012,1,0.05,0
676,2012,1,0.05,0
676,2012,1,0.05,0
678,2012,1,0.05,0
678,2012,1,0.05,0
679,2012,1,0.05,0
683,2012,1,0.05,0
685,2012,1,0.05,0
687,2012,1,0.05,0
690,2012,1,0.05,0
690,2012,1,0.05,0
690,2012,1,0.05,0
693,2012,1,0.05,0
693,2012,1,0.05,0
693,2012,1,0.05,0
693,2012,1,0.05,0
693,2012,1,0.05,0
693,2012,1,0.05,0
694,2012,1,0.05,0
694,2012,1,0.05,0
694,2012,1,0.05,0
694,2012,1,0.05,0
694,2012,1,0.05,0
720,2012,1,0.05,0
720,2012,1,0.05,0
720,2012,1,0.05,0
720,2012,1,0.05,0
720,2012,1,0.05,0
720,2012,1,0.05,0
720,2012,1,0.05,0
720,2012,1,0.05,0
727,2012,1,0.05,0
739,2012,1,0.05,0
740,2012,1,0.05,0
740,2012,1,0.05,0
740,2012,1,0.05,0
741,2012,1,0.05,0
743,2012,1,0.05,0
743,2012,1,0.05,0
743,2012,1,0.05,0
743,2012,1,0.05,0
743,2012,1,0.05,0
743,2012,1,0.05,0
744,2012,1,0.05,0
744,2012,1,0.05,0
744,2012,1,0.05,0
744,2012,1,0.05,0
744,2012,1,0.05,0
744,2012,1,0.05,0
745,2012,1,0.05,0
751,2012,1,0.05,0
751,2012,1,0.05,0
764,2012,1,0.05,0
766,2012,1,0.05,0
766,2012,1,0.05,0
766,2012,1,0.05,0
766,2012,1,0.05,0
766,2012,1,0.05,0
772,2012,1,0.05,0
772,2012,1,0.05,0
772,2012,1,0.05,0
777,2012,1,0.05,0
777,2012,1,0.05,0
779,2012,1,0.05,0
779,2012,1,0.05,0
781,2012,1,0.05,0
781,2012,1,0.05,0
798,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
811,2012,1,0.05,0
816,2012,1,0.05,0
831,2012,1,0.05,0
2,2013,0,0.515,0
2,2013,0,0.893,0
2,2013,0,0.493,0
2,2013,0,0.233,0
2,2013,0,0.091,0
2,2013,0,0.004,1
2,2013,0,0.001,1
2,2013,0,0.013,1
2,2013,0,0.003,1
2,2013,0,0.043,1
2,2013,0,0,1
4,2013,0,0.048,1
4,2013,0,0.039,1
6,2013,0,0.01,1
6,2013,0,2e-4,1
6,2013,0,0.001,1
8,2013,0,0.04,1
8,2013,0,0.003,1
8,2013,0,0.043,1
8,2013,0,0.0027,1
8,2013,0,0.0025,1
9,2013,0,0.045,1
12,2013,0,0.15,0
13,2013,0,0.07,0
13,2013,0,0.004,1
15,2013,0,0.269,0
15,2013,0,0.153,0
15,2013,0,0.049,1
15,2013,0,0.08,0
15,2013,0,0.004,1
15,2013,0,0.001,1
16,2013,0,0.001,1
16,2013,0,0.3,0
24,2013,0,0.001,1
24,2013,0,0.001,1
24,2013,0,0.001,1
24,2013,0,0.001,1
28,2013,0,0.04,1
32,2013,0,0,1
33,2013,0,1e-4,1
33,2013,0,1e-4,1
33,2013,0,1e-4,1
33,2013,0,1e-4,1
33,2013,0,0.02,1
37,2013,0,0.014,1
37,2013,0,0.002,1
37,2013,0,0.032,1
37,2013,0,0.006,1
42,2013,0,0.369,0
42,2013,0,0.026,1
42,2013,0,0.057,0
42,2013,0,0.054,0
42,2013,0,0.186,0
42,2013,0,0.143,0
42,2013,0,0.289,0
42,2013,0,0.052,0
42,2013,0,0.046,1
42,2013,0,0.647,0
42,2013,0,0.084,0
42,2013,0,0.095,0
43,2013,0,0.02,1
43,2013,0,0.24,0
43,2013,0,0.02,1
43,2013,0,0.06,0
46,2013,0,0.03,1
46,2013,0,0.22,0
46,2013,0,0.61,0
46,2013,0,0.25,0
46,2013,0,0.02,1
46,2013,0,0.71,0
46,2013,0,0.79,0
46,2013,0,0.41,0
46,2013,0,0.52,0
48,2013,0,0.235,0
48,2013,0,0.002,1
48,2013,0,0.033,1
48,2013,0,0.144,0
48,2013,0,0.037,1
48,2013,0,0.782,0
48,2013,0,0.704,0
48,2013,0,0.169,0
48,2013,0,0.42,0
48,2013,0,0.03,1
48,2013,0,0,1
48,2013,0,0,1
48,2013,0,0.045,1
48,2013,0,0.083,0
48,2013,0,0.068,0
48,2013,0,0.073,0
48,2013,0,0.005,1
48,2013,0,0.006,1
48,2013,0,0.332,0
48,2013,0,0.116,0
49,2013,0,0.106,0
49,2013,0,0.242,0
49,2013,0,0.896,0
49,2013,0,0.001,1
49,2013,0,0.008,1
49,2013,0,0.022,1
49,2013,0,0.017,1
49,2013,0,0.004,1
49,2013,0,0.28,0
49,2013,0,0.014,1
49,2013,0,0.04,1
49,2013,0,0.04,1
53,2013,0,0.001,1
53,2013,0,0.024,1
53,2013,0,0.014,1
53,2013,0,0.011,1
53,2013,0,0.018,1
53,2013,0,0.004,1
53,2013,0,0.006,1
53,2013,0,0.007,1
53,2013,0,0.016,1
54,2013,0,0.034,1
54,2013,0,0.002,1
55,2013,0,0.013,1
55,2013,0,0.046,1
55,2013,0,0.013,1
55,2013,0,0.046,1
55,2013,0,0.005,1
55,2013,0,0.032,1
55,2013,0,0.053,0
55,2013,0,0.454,0
55,2013,0,0.853,0
55,2013,0,0.017,1
55,2013,0,0.31,0
55,2013,0,0.006,1
55,2013,0,0.045,1
55,2013,0,0.002,1
55,2013,0,0.023,1
56,2013,0,0.021,1
56,2013,0,0.001,1
57,2013,0,0.16,0
57,2013,0,0.004,1
58,2013,0,0.005,1
58,2013,0,0.87,0
58,2013,0,0.74,0
58,2013,0,0.64,0
59,2013,0,0.001,1
59,2013,0,0.04,1
59,2013,0,0.013,1
62,2013,0,0.31,0
62,2013,0,0.055,0
62,2013,0,0.391,0
62,2013,0,0.403,0
62,2013,0,0.049,1
63,2013,0,0.001,1
63,2013,0,0.002,1
63,2013,0,0.006,1
63,2013,0,0.021,1
63,2013,0,0.978,0
63,2013,0,0.35,0
63,2013,0,0.363,0
64,2013,0,0.67,0
64,2013,0,0.873,0
64,2013,0,0.141,0
64,2013,0,0.887,0
64,2013,0,0.627,0
64,2013,0,0.394,0
64,2013,0,0.004,1
64,2013,0,0.034,1
64,2013,0,0.476,0
66,2013,0,0.024,1
66,2013,0,0.001,1
66,2013,0,0.054,0
66,2013,0,0.013,1
66,2013,0,0.008,1
66,2013,0,0.932,0
66,2013,0,0.038,1
66,2013,0,0.03,1
67,2013,0,0.61,0
67,2013,0,0.01,1
